GCF_000001985.1	Talaromyces marneffei ATCC 18224
GCF_000315565.1	Mastigocladopsis repens PCC 10914
GCF_000315645.1	Penicillium digitatum Pd1
GCF_000315795.1	Caenispirillum salinarum AK4
GCF_000315875.1	Candida orthopsilosis Co 90-125
GCF_000315915.1	Tetrapisispora blattae CBS 6284
GCF_000316115.1	Leptolyngbya sp. PCC 7375
GCF_000316515.1	Cyanobium gracile PCC 6307
GCF_000316575.1	Calothrix sp. PCC 7507
GCF_000316605.1	Leptolyngbya sp. PCC 7376
GCF_000316625.1	Nostoc sp. PCC 7107
GCF_000316645.1	Nostoc sp. PCC 7524
GCF_000316665.1	Rivularia sp. PCC 7116
GCF_000316685.1	Synechococcus sp. PCC 6312
GCF_000317025.1	Pleurocapsa sp. PCC 7327
GCF_000317045.1	Geitlerinema sp. PCC 7407
GCF_000317065.1	Pseudanabaena sp. PCC 7367
GCF_000317085.1	Synechococcus sp. PCC 7502
GCF_000317105.1	Oscillatoria acuminata PCC 6304
GCF_000317125.1	Chroococcidiopsis thermalis PCC 7203
GCF_000317225.1	Fischerella thermalis PCC 7521
GCF_000317285.1	Chlorogloeopsis fritschii PCC 6912
GCF_000317305.3	Mycobacterium neoaurum VKM Ac-1815D
GCF_000317435.1	Calothrix sp. PCC 6303
GCF_000317475.1	Oscillatoria nigro-viridis PCC 7112
GCF_000317495.1	Crinalium epipsammum PCC 9333
GCF_000317515.1	Microcoleus sp. PCC 7113
GCF_000317535.1	Cylindrospermum stagnale PCC 7417
GCF_000317575.1	Stanieria cyanosphaera PCC 7437
GCF_000317595.1	Streptomyces ipomoeae 91-03
GCF_000317615.1	Dactylococcopsis salina PCC 8305
GCF_000317635.1	Halothece sp. PCC 7418
GCF_000317675.1	Cyanobacterium aponinum PCC 10605
GCF_000317695.1	Anabaena cylindrica PCC 7122
GCF_000317795.1	Caldisphaera lagunensis DSM 15908
GCF_000317835.1	Deinococcus peraridilitoris DSM 19664
GCF_000317855.1	Streptococcus dysgalactiae subsp. equisimilis AC-2713
GCF_000317935.1	Bordetella parapertussis Bpp5
GCF_000317975.2	Carnobacterium maltaromaticum LMA28
GCF_000318015.1	Bordetella bronchiseptica 253
GCF_000318135.1	Corynebacterium durum F0235
GCF_000319245.1	Candidatus Kinetoplastibacterium blastocrithidii (ex Strigomonas culicis)
GCF_000319365.1	Candidatus Mycoplasma haemominutum 'Birmingham 1'
GCF_000319385.1	Candidatus Endolissoclinum faulkneri L2
GCF_000319575.2	Spiribacter salinus M19-40
GCF_000319635.1	Colletotrichum gloeosporioides Nara gc5
GCF_000320365.1	Moraxella macacae 0408225
GCF_000320405.1	Clostridium celatum DSM 1785
GCF_000320565.1	Sphaerulina musiva SO2202
GCF_000320585.1	Heterobasidion irregulare TC 32-1
GCF_000320785.1	Rhodotorula toruloides NP11
GCF_000321025.1	Peptoniphilus senegalensis JC140
GCF_000321165.1	Enorma timonensis
GCF_000321185.1	Bacillus massilioanorexius AP8
GCF_000321205.1	Alistipes ihumii AP11
GCF_000321415.2	Thioalkalivibrio nitratireducens DSM 14787
GCF_000325665.1	Brachyspira pilosicoli P43/6/78
GCF_000325705.1	Echinicola vietnamensis DSM 17526
GCF_000325745.1	Liberibacter crescens BT-1
GCF_000327045.1	Thioflavicoccus mobilis 8321
GCF_000327285.1	Holdemania massiliensis AP2
GCF_000327395.1	Mycoplasma feriruminatoris
GCF_000327485.1	Methanoregula formicica SMSP
GCF_000327505.1	Aciduliprofundum sp. MAR08-339
GCF_000328305.2	Arthrobacter crystallopoietes BAB-32
GCF_000328475.2	Ustilago maydis 521
GCF_000328565.1	Mycobacterium sp. JS623
GCF_000328625.1	Halobacteroides halobius DSM 5150
GCF_000328665.1	Methanomethylovorans hollandica DSM 15978
GCF_000328685.1	Natronococcus occultus SP4
GCF_000328705.1	Saccharothrix espanaensis DSM 44229
GCF_000328725.1	Mycoplasma cynos C142
GCF_000328765.2	Tepidanaerobacter acetatoxydans Re1
GCF_000328925.1	Nitrosopumilus sp. AR
GCF_000328945.1	Nitrosopumilus sp. SJ
GCF_000330705.1	Salinicoccus carnicancri Crm
GCF_000330725.2	Mariniradius saccharolyticus AK6
GCF_000330885.1	Rhizobium tropici CIAT 899
GCF_000331005.1	Streptomyces turgidiscabies Car8
GCF_000331025.1	Desulfovibrio hydrothermalis AM13 = DSM 14728
GCF_000331105.1	Fibrella aestuarina BUZ 2
GCF_000331225.1	Sandarakinorhabdus sp. AAP62
GCF_000331245.1	Blastomonas sp. AAP53
GCF_000331285.1	Porphyrobacter sp. AAP82
GCF_000331305.1	Calothrix sp. PCC 7103
GCF_000331515.1	Photobacterium marinum
GCF_000331535.1	Fulvivirga imtechensis AK7
GCF_000331575.1	Bacillus oryziterrae
GCF_000331595.1	Wolbachia endosymbiont of Diaphorina citri
GCF_000331735.1	Myxococcus stipitatus DSM 14675
GCF_000331995.1	[Clostridium] stercorarium subsp. stercorarium DSM 8532
GCF_000332035.1	Gloeocapsa sp. PCC 73106
GCF_000332055.1	Xenococcus sp. PCC 7305
GCF_000332075.2	Synechocystis sp. PCC 7509
GCF_000332095.2	Leptolyngbya sp. PCC 6406
GCF_000332115.1	Nonlabens dokdonensis DSW-6
GCF_000332135.1	Anabaena sp. PCC 7108
GCF_000332155.1	Kamptonema formosum PCC 6407
GCF_000332175.1	Pseudanabaena sp. PCC 6802
GCF_000332195.1	Pleurocapsa sp. PCC 7319
GCF_000332215.1	Pseudanabaena biceps PCC 7429
GCF_000332235.1	Geminocystis herdmanii PCC 6308
GCF_000332255.1	cyanobacterium PCC 7702
GCF_000332275.1	Synechococcus sp. PCC 7336
GCF_000332295.1	Fortiea contorta PCC 7126
GCF_000332315.1	Prochlorothrix hollandica PCC 9006 = CALU 1027
GCF_000332335.1	Oscillatoria sp. PCC 10802
GCF_000332515.2	Leptospira wolbachii serovar Codice str. CDC
GCF_000332735.1	Staphylococcus warneri SG1
GCF_000332875.2	Anaerostipes hadrus DSM 3319
GCF_000332975.1	Gordonia aichiensis NBRC 108223
GCF_000332995.1	Gordonia amicalis NBRC 100051 = JCM 11271
GCF_000333015.1	Gordonia hirsuta DSM 44140 = NBRC 16056
GCF_000333035.1	Gordonia sihwensis NBRC 108236
GCF_000333295.1	Cytophagales bacterium B6
GCF_000333335.1	Sphingomonas-like bacterium B12
GCF_000333355.1	Flavobacterium sp. B17
GCF_000333395.1	Microbacterium sp. B19
GCF_000333435.1	Corynebacterium-like bacterium B27
GCF_000333455.1	Rhodopseudomonas sp. B29
GCF_000333615.1	Ideonella sp. B508-1
GCF_000333895.2	Grimontia indica
GCF_000334155.1	Bacillus ligniniphilus
GCF_000334215.1	Halomonas jeotgali Hwa
GCF_000334405.1	Blattabacterium sp. (Blatta orientalis) str. Tarazona
GCF_000334455.1	Gordonia soli NBRC 108243
GCF_000334895.1	Halococcus agarilyticus
GCF_000335475.2	Cystobacter fuscus DSM 2262
GCF_000335715.1	beta proteobacterium L13
GCF_000335815.1	Janthinobacterium sp. HH01
GCF_000336255.1	Erwinia toletana DAPP-PG 735
GCF_000336495.1	Pseudoalteromonas ruthenica CP76
GCF_000336555.1	Afipia clevelandensis ATCC 49720
GCF_000336655.1	Halobiforma lacisalsi AJ5
GCF_000336675.1	Halococcus hamelinensis 100A6
GCF_000336695.1	Halococcus morrhuae DSM 1307
GCF_000336715.1	Halococcus thailandensis JCM 13552
GCF_000336755.1	Haloferax elongans ATCC BAA-1513
GCF_000336875.1	Halorubrum californiensis DSM 19288
GCF_000336915.1	Halococcus saccharolyticus DSM 5350
GCF_000336935.1	Halococcus salifodinae DSM 8989
GCF_000336995.1	Halorubrum aidingense JCM 13560
GCF_000337035.1	Halorubrum coriense DSM 10284
GCF_000337095.1	Halogeometricum pallidum JCM 14848
GCF_000337195.1	Natrinema versiforme JCM 10478
GCF_000337215.1	Natronolimnobius innermongolicus JCM 12255
GCF_000337355.1	Halorubrum kocurii JCM 14978
GCF_000337375.1	Halorubrum lipolyticum DSM 21995
GCF_000337415.1	Halorubrum tebenquichense DSM 14210
GCF_000337455.1	Halosimplex carlsbadense 2-9-1
GCF_000337475.1	Haloterrigena limicola JCM 13563
GCF_000337515.1	Halovivax asiaticus JCM 14624
GCF_000337555.1	Natrialba asiatica DSM 12278
GCF_000337575.1	Natrialba hulunbeirensis JCM 10989
GCF_000337675.1	Natronococcus amylolyticus DSM 10524
GCF_000337695.1	Natronococcus jeotgali DSM 18795
GCF_000337715.1	Natronorubrum bangense JCM 10635
GCF_000337735.1	Natronorubrum sulfidifaciens JCM 14089
GCF_000337775.1	Haloarcula vallismortis ATCC 29715
GCF_000337815.1	Haloferax mucosum ATCC BAA-1512
GCF_000337895.1	Halobiforma nitratireducens JCM 10879
GCF_000338055.1	Brachybacterium muris UCD-AY4
GCF_000338955.1	Baudoinia panamericana UAMH 10762
GCF_000338995.1	Bipolaris sorokiniana ND90Pr
GCF_000340215.1	Pseudocercospora fijiensis CIRAD86
GCF_000340375.1	Eggerthia catenaformis OT 569 = DSM 20559
GCF_000340435.2	Mycobacterium haemophilum DSM 44634
GCF_000340565.2	Nodularia spumigena CCY9414
GCF_000340795.1	Candidatus Kinetoplastibacterium desouzaii TCC079E
GCF_000340825.1	Candidatus Kinetoplastibacterium crithidii TCC036E
GCF_000340865.1	Candidatus Kinetoplastibacterium oncopeltii TCC290E
GCF_000340885.1	Clostridium saccharoperbutylacetonicum N1-4(HMT)
GCF_000340905.1	Candidatus Kinetoplastibacterium galatii TCC219
GCF_000340965.1	Nocardiopsis kunsanensis DSM 44524
GCF_000341005.1	Nocardiopsis alkaliphila YIM 80379
GCF_000341025.1	Nocardiopsis salina YIM 90010
GCF_000341065.1	Nocardiopsis halotolerans DSM 44410
GCF_000341085.1	Nocardiopsis ganjiahuensis DSM 45031
GCF_000341105.1	Nocardiopsis potens DSM 45234
GCF_000341125.1	Nocardiopsis lucentensis DSM 44048
GCF_000341145.1	Nocardiopsis xinjiangensis YIM 90004
GCF_000341165.1	Nocardiopsis gilva YIM 90087
GCF_000341185.1	Nocardiopsis chromatogenes YIM 90109
GCF_000341205.1	Nocardiopsis baichengensis YIM 90130
GCF_000341345.1	Corynebacterium halotolerans YIM 70093 = DSM 44683
GCF_000341355.1	Bartonella australis Aust/NH1
GCF_000341385.1	Bartonella vinsonii subsp. berkhoffii str. Winnie
GCF_000341395.1	Desulfocapsa sulfexigens DSM 10523
GCF_000341545.2	Nitrospina gracilis 3/211
GCF_000341735.1	Methylomicrobium buryatense 5G
GCF_000341795.1	Rhodococcus triatomae BKS 15-14
GCF_000341895.1	Pseudodesulfovibrio piezophilus C1TLV30
GCF_000342045.1	Magnetospirillum caucaseum
GCF_000342125.1	Streptomyces mobaraensis NBRC 13819 = DSM 40847
GCF_000342165.1	Pacificimonas flava
GCF_000344135.1	Gordonia malaquae NBRC 108250
GCF_000344155.1	Gordonia paraffinivorans NBRC 108238
GCF_000344275.1	Streptococcus oralis subsp. tigurinus AZ_3a
GCF_000344615.1	Janthinobacterium sp. CG3
GCF_000344685.1	Gloeophyllum trabeum ATCC 11539
GCF_000344785.1	Corynebacterium callunae DSM 20147
GCF_000344805.1	Bradyrhizobium oligotrophicum S58
GCF_000346295.1	Rhodopirellula maiorica SM1
GCF_000346505.1	Rhodopirellula sallentina SM41
GCF_000346595.1	Candidatus Liberibacter asiaticus str. gxpsy
GCF_000346615.1	Nafulsella turpanensis ZLM-10
GCF_000347175.1	Leptospira alstonii serovar Sichuan str. 79601
GCF_000347595.1	Bibersteinia trehalosi USDA-ARS-USMARC-192
GCF_000347635.1	Paraglaciecola psychrophila 170
GCF_000347695.1	Bifidobacterium thermophilum RBL67
GCF_000347775.1	Marinobacter santoriniensis NKSG1
GCF_000348685.1	Xanthomarina gelatinilytica
GCF_000348725.1	Bdellovibrio exovorus JSS
GCF_000348785.1	Ilumatobacter coccineus YM16-304
GCF_000348805.1	Blattabacterium cuenoti BPAA
GCF_000348905.1	Bhargavaea cecembensis DSE10
GCF_000348925.1	Cesiribacter andamanensis AMV16
GCF_000348945.1	Paeniglutamicibacter gangotriensis Lz1y
GCF_000349005.2	Pneumocystis murina B123
GCF_000349205.1	Methylophaga lonarensis MPL
GCF_000349305.1	Malassezia sympodialis ATCC 42132
GCF_000349325.1	Streptomyces davaonensis JCM 4913
GCF_000349385.1	Eutypa lata UCREL1
GCF_000349545.1	Leucobacter sp. UCD-THU
GCF_000349565.1	Curtobacterium flaccumfaciens UCD-AKU
GCF_000349585.1	Dietzia sp. UCD-THP
GCF_000349725.1	Lactobacillus pobuzihii E100301 = KCTC 13174
GCF_000349845.1	Pseudomonas sp. ATCC 13867
GCF_000349945.1	Azoarcus sp. KH32C
GCF_000349975.1	Helicobacter cinaedi CCUG 18818 = ATCC BAA-847
GCF_000350105.1	Richelia intracellularis HH01
GCF_000350145.1	Ilumatobacter nonamiensis YM16-303
GCF_000350165.1	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643
GCF_000350305.1	Thermoplasmatales archaeon BRNA1
GCF_000350485.1	[Clostridium] termitidis CT1112
GCF_000350525.1	Leucobacter salsicius M1-8
GCF_000353285.1	Leptolyngbya boryana PCC 6306
GCF_000353565.1	Brevibacillus borstelensis AK1
GCF_000354175.2	Vibrio alginolyticus NBRC 15630 = ATCC 17749
GCF_000354255.1	Bipolaris maydis ATCC 48331
GCF_000355675.1	Thalassolituus oleivorans MIL-1
GCF_000355765.1	Nitrosospira lacus
GCF_000355765.2	Nitrosospira lacus
GCF_000355765.4	Nitrosospira lacus
GCF_000355905.1	Psychroflexus gondwanensis ACAM 44
GCF_000359605.1	Gracilibacillus halophilus YIM-C55.5
GCF_000359705.1	Exserohilum turcica Et28A
GCF_000364165.1	Clostridium sp. ASF356
GCF_000364225.1	Eubacterium plexicaudatum ASF492
GCF_000364425.1	Peanut witches'-broom phytoplasma NTU2011
GCF_000364605.1	Nocardioides sp. Iso805N
GCF_000364625.1	Pseudomonas thermotolerans DSM 14292
GCF_000364845.1	Marinobacter nanhaiticus D15-8W
GCF_000364865.1	Actinomyces cardiffensis F0333
GCF_000365025.1	Robiginitomaculum antarcticum DSM 21748
GCF_000365145.1	Cyphellophora europaea CBS 101466
GCF_000365165.1	Cladophialophora carrionii CBS 160.54
GCF_000367205.1	Cutibacterium avidum 44067
GCF_000367345.1	Sphingobium xenophagum NBRC 107872
GCF_000367445.1	Mycoplasma alkalescens 14918
GCF_000367525.1	Tetrasphaera elongata Lp2
GCF_000367765.1	Mycoplasma auris 15026
GCF_000367805.1	Mycoplasma bovigenitalium 51080
GCF_000367925.1	Acinetobacter bohemicus ANC 3994
GCF_000368025.1	Acinetobacter parvus DSM 16617 = CIP 108168
GCF_000368565.1	Acinetobacter gerneri DSM 14967 = CIP 107464
GCF_000368625.1	Acinetobacter schindleri CIP 107287
GCF_000368825.1	Acinetobacter ursingii DSM 16037 = CIP 107286
GCF_000368865.1	Acinetobacter bouvetii DSM 14964 = CIP 107468
GCF_000368905.1	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788
GCF_000368925.1	Acinetobacter bereziniae LMG 1003 = CIP 70.12
GCF_000369005.1	Acinetobacter beijerinckii CIP 110307
GCF_000369105.1	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512
GCF_000371425.1	[Clostridium] innocuum 2959
GCF_000371465.1	Clostridium colicanis 209318
GCF_000371705.1	[Clostridium] bolteae 90A9
GCF_000371785.1	Actinopolyspora halophila DSM 43834
GCF_000371805.1	Methanocaldococcus villosus KIN24-T80
GCF_000371925.1	Thiolinea disciformis DSM 14473
GCF_000372005.1	Dehalobacter sp. FTH1
GCF_000372065.1	Oligella urethralis DSM 7531
GCF_000372085.1	Corynebacterium capitovis DSM 44611
GCF_000372385.1	Corynebacterium ciconiae DSM 44920
GCF_000372405.1	Porphyromonas somerae DSM 23386
GCF_000372425.1	Streptococcus ferus DSM 20646
GCF_000372445.1	Corynebacterium ulceribovis DSM 45146
GCF_000372465.1	Kribbella catacumbae DSM 19601
GCF_000372745.1	Streptomyces scabrisporus DSM 41855
GCF_000372825.1	Methylobacterium sp. 77
GCF_000372845.1	Methylocystis rosea SV97
GCF_000372865.1	Methylosarcina fibrata AML-C10
GCF_000372885.1	Methyloversatilis thermotolerans
GCF_000372965.1	Hoeflea sp. 108
GCF_000373005.1	Paraburkholderia symbiotica
GCF_000373045.1	Leptotrichia shahii DSM 19757
GCF_000373185.1	Prevotella paludivivens DSM 17968 = JCM 13650
GCF_000373205.1	Meiothermus timidus DSM 17022
GCF_000373245.1	Echinicola pacifica DSM 19836
GCF_000373265.1	Pontibacter roseus DSM 17521
GCF_000373345.1	Leptotrichia wadei DSM 19758
GCF_000373365.1	Frankia discariae
GCF_000373385.1	Thiobacillus thioparus DSM 505
GCF_000373485.1	Dasania marina DSM 21967
GCF_000373545.1	Alkalispirochaeta alkalica DSM 8900
GCF_000373565.1	Streptomyces sp. HmicA12
GCF_000373665.1	Streptomyces sp. BoleA5
GCF_000373745.1	Oligella ureolytica DSM 18253
GCF_000373765.1	Legionella shakespearei DSM 23087
GCF_000373805.1	Corynebacterium pilosum DSM 20521
GCF_000373885.1	Blautia producta ATCC 27340 = DSM 2950
GCF_000373905.1	Mycobacterium sp. 155
GCF_000373925.1	Actinopolymorpha alba DSM 45243
GCF_000373965.1	Uliginosibacterium gangwonense DSM 18521
GCF_000373985.1	Desulfobacter curvatus DSM 3379
GCF_000374005.1	Kiloniella laminariae DSM 19542
GCF_000374025.1	Spirosoma panaciterrae DSM 21099
GCF_000374045.1	Segetibacter koreensis DSM 18137
GCF_000374065.1	Spirosoma luteum DSM 19990
GCF_000374125.1	Niabella aurantiaca DSM 17617
GCF_000374145.1	Neomegalonema perideroedes DSM 15528
GCF_000374165.1	Frankia elaeagni
GCF_000374305.1	Actinomadura flavalba DSM 45200
GCF_000374325.1	Allofustis seminis DSM 15817
GCF_000374345.1	Bacillus acidiproducens DSM 23148
GCF_000374405.1	Riemerella columbina DSM 16469
GCF_000374445.1	Actinokineospora enzanensis DSM 44649
GCF_000374465.1	Ahrensia kielensis DSM 5890
GCF_000374485.1	Algicola sagamiensis DSM 14643
GCF_000374525.1	Amorphus coralli DSM 19760
GCF_000374565.1	Bacillus fordii DSM 16014 = CIP 108821
GCF_000374585.1	Bacteroides barnesiae DSM 18169 = JCM 13652
GCF_000374625.1	Brachymonas chironomi DSM 19884
GCF_000374645.1	Arhodomonas aquaeolei DSM 8974
GCF_000374805.1	Chitiniphilus shinanonensis DSM 23277
GCF_000374825.1	Paenibacillus sanguinis 2301083 = DSM 16941
GCF_000374845.1	Paenibacillus terrigena DSM 21567
GCF_000375365.1	Corynebacterium mastitidis DSM 44356
GCF_000375405.1	Bacteroides propionicifaciens DSM 19291 = JCM 14649
GCF_000375485.1	Desulfovibrio oxyclinae DSM 11498
GCF_000375545.1	Kordiimonas gwangyangensis DSM 19435 = JCM 12864
GCF_000375645.1	Porphyromonas bennonis DSM 23058 = JCM 16335
GCF_000375725.1	Streptomyces sp. LaPpAH-95
GCF_000376105.1	Asticcacaulis benevestitus DSM 16100 = ATCC BAA-896
GCF_000376125.1	Martelella mediterranea DSM 17316
GCF_000376225.1	Effusibacillus pohliae DSM 22757
GCF_000376245.1	Acaricomes phytoseiuli DSM 14247
GCF_000376265.1	Thermus igniterrae ATCC 700962
GCF_000376385.1	Desulfurispora thermophila DSM 16022
GCF_000376425.1	Thiobacillus denitrificans DSM 12475
GCF_000376445.1	Haladaptatus paucihalophilus DX253
GCF_000376545.2	Ruegeria mobilis F1926
GCF_000376565.1	Streptomyces hokutonensis
GCF_000376585.1	Wolbachia endosymbiont of Drosophila simulans wNo
GCF_000376645.1	Mannheimia haemolytica M42548
GCF_000376665.1	Meiothermus ruber DSM 1279
GCF_000376785.1	Hahella ganghwensis DSM 17046
GCF_000376805.1	Henriciella marina DSM 19595
GCF_000376825.1	Demetria terragena DSM 11295
GCF_000376885.1	Alloscardovia criceti DSM 17774
GCF_000376945.1	Leeia oryzae DSM 17879
GCF_000376965.1	Methanothermococcus thermolithotrophicus DSM 2095
GCF_000376985.1	Streptococcus henryi DSM 19005
GCF_000377005.1	Streptococcus minor DSM 17118
GCF_000377505.1	Paenibacillus massiliensis 2301065 = DSM 16942
GCF_000377645.1	Thiomonas sp. FB-6
GCF_000377705.1	Salsuginibacillus kocurii DSM 18087
GCF_000377745.1	Gilvimarinus chinensis DSM 19667
GCF_000377765.1	Gracilibacillus lacisalsi DSM 19029
GCF_000377785.1	Thioalkalivibrio sp. ALJ24
GCF_000377885.1	Thioalkalivibrio sp. AKL17
GCF_000377985.1	Sporolactobacillus vineae DSM 21990 = SL153
GCF_000378005.1	Coprothermobacter platensis DSM 11748
GCF_000378025.1	Xanthobacteraceae bacterium 501b
GCF_000378045.1	Marinobacterium rhizophilum DSM 18822
GCF_000378085.1	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930
GCF_000378105.1	Rubritalea marina DSM 17716
GCF_000378125.1	Rudaea cellulosilytica DSM 22992
GCF_000378145.1	Saccharibacillus kuerlensis DSM 22868
GCF_000378165.1	Saccharibacter floricola DSM 15669
GCF_000378185.1	Salinimonas chungwhensis DSM 16280
GCF_000378225.1	Methylophilus methylotrophus DSM 46235 = ATCC 53528
GCF_000378245.1	Azoarcus toluclasticus ATCC 700605
GCF_000378345.1	Hirschia maritima DSM 19733
GCF_000378385.1	Paenibacillus daejeonensis DSM 15491
GCF_000378405.1	Succinimonas amylolytica DSM 2873
GCF_000378425.1	Cohnella laeviribosi DSM 21336
GCF_000378465.1	Elioraea tepidiphila DSM 17972
GCF_000378485.1	Flavobacterium rivuli WB 3.3-2 = DSM 21788
GCF_000378505.1	Halomonas lutea DSM 23508
GCF_000378625.1	Colwellia piezophila ATCC BAA-637
GCF_000378725.1	Peptoniphilus lacrimalis DSM 7455
GCF_000378745.1	Prevotella amnii DSM 23384 = JCM 14753
GCF_000378765.1	Psychroflexus tropicus DSM 15496
GCF_000378965.1	Thioalkalivibrio thiocyanodenitrificans ARhD 1
GCF_000379025.1	Orenia marismortui DSM 5156
GCF_000379125.1	Methylosinus sp. LW4
GCF_000379145.1	Bradyrhizobium elkanii USDA 76
GCF_000379185.1	Capnocytophaga cynodegmi DSM 19736
GCF_000379365.1	Verrucomicrobium sp. 3C
GCF_000379425.1	Corynebacterium lubricantis DSM 45231
GCF_000379445.1	Fangia hongkongensis FSC776 = DSM 21703
GCF_000379465.1	Sciscionella marina DSM 45152
GCF_000379485.1	Wenxinia marina DSM 24838
GCF_000379525.1	Lamprocystis purpurea DSM 4197
GCF_000379605.1	Rhizobium giardinii bv. giardinii H152
GCF_000379625.1	Actinomycetospora chiangmaiensis DSM 45062
GCF_000379645.1	Actinoplanes globisporus DSM 43857
GCF_000379665.1	Butyricimonas synergistica DSM 23225
GCF_000379685.1	Catelliglobosispora koreensis DSM 44566
GCF_000379705.1	Corynebacterium caspium DSM 44850
GCF_000379725.1	Cytophaga aurantiaca DSM 3654
GCF_000379765.1	Flexithrix dorotheae DSM 6795
GCF_000379825.1	Longispora albida DSM 44784
GCF_000379845.1	Moraxella boevrei DSM 14165
GCF_000379865.1	Mycolicibacterium hassiacum DSM 44199
GCF_000379885.1	Nonomuraea coxensis DSM 45129
GCF_000379905.1	Rodentibacter pneumotropicus DSM 21403
GCF_000379925.1	Porphyromonas levii DSM 23370
GCF_000379945.1	Porphyromonas macacae DSM 20710 = JCM 13914
GCF_000379965.1	Prevotella nanceiensis DSM 19126 = JCM 15639
GCF_000379985.1	Streptococcus caballi DSM 19004
GCF_000380005.1	Streptococcus didelphis DSM 15616
GCF_000380025.1	Streptococcus entericus DSM 14446
GCF_000380045.1	Streptococcus marimammalium DSM 18627
GCF_000380065.1	Streptococcus massiliensis DSM 18628
